sentence,sentiment,sentiment_encoded
"jp morgan expects that scala will lower nobel biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct .",neutral,1
aviva promises higher dividends to boost flagging share price,positive,2
"in addition , mids are always online and enable full internet browsing .",neutral,1
"fiskars has a strong portfolio of international brands , which include fiskars , iittala , gerber , silva and buster .",positive,2
#tesla: model x recall adds to reliability issues $tsla https://t.co/jvxq4doxnp,negative,0
the name of the buyer was not disclosed .,neutral,1
net sales of the vegetable oil business rose to eur 10.6 mn from eur 10.1 mn .,positive,2
"under the agreement benefon 's forthcoming range of twig integrated gps navigation and mobile phone devices will use the jointly developed web-based tracking and location technology , in both consumer and commercial applications .",neutral,1
"following this increase huhtamaki 's registered share capital is eur360 .62 m and the number of shares outstanding is 106,063,320 .",neutral,1
"the three year turn-around program is expected to ensure salomon 's future competitiveness , the company said .",positive,2
"in the autumn , it plans to expand service to st. petersburg and moscow and launch service to yekaterinburg , russia , flying there three times a week .",positive,2
"the company 's profit totaled ls 578,100 in h1 2007 , down 30.9 % year-on-year .",negative,0
the federal secretary for transport and communication of mexico has awarded poyry and its mexican partner sintra a consulting contract in connection with the buenavista-cuautitlan suburban railway .,positive,2
fda approves astrazeneca drug for advanced lung cancer,positive,2
the order is included in metso 's fourth quarter 2007 order backlog .,neutral,1
lieksaare oy has earlier been regarded under the control of saarelainen oy and the individual shareholders under the shareholder agreement .,neutral,1
"ragutis , which is controlled by the finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share .",positive,2
$mcp rolling over for a new intraday low. bottom pickers continue to get destroyed,negative,0
the company has an annual turnover of eur32 .8 m.,neutral,1
it has80 branches in finland with annual revenue in finland of ?,neutral,1
"the portfolio comprises of 118,000 m2 of leasable space with a vacancy rate of roughly 5 % , let to around 140 tenants of which two of the largest are the swedish government and ericsson .",neutral,1
wpp boosts sales despite cautious clients,positive,2
the medium-term operative targets of the company remain unchanged .,neutral,1
"adp news - feb 13 , 2009 - finnish retailer kesko oyj hel : kesbv said today its total sales , excluding value added tax vat , stood at eur 661.3 million usd 853.1 m in january 2009 , down 15.2 % year-on-yea",negative,0
`` consumers have very well received our packed fresh meat .,positive,2
the corrected chapter is in its entirety below .,neutral,1
"the major part of the deliveries include different ac and cxe amplifier solutions and products by dinh telecom , a company acquired by teleste last spring .",neutral,1
"tietoenator itself uses nokia 's intellisync mobile suite 's wireless email , calendar , and device management capabilities , and the company will now extend these services to its customers .",positive,2
it will provide heating in the form of hot water for the sawmill 's needs .,neutral,1
"however , the net sales declined to eur 803.6 million from eur 1.2 billion .",negative,0
"in the second quarter of 2010 , raute 's net loss narrowed to eur 123,000 from eur 1.5 million in the same period of 2009 .",positive,2
"$dgi technical alerts: gilligan's island buy setup, stochastic buy signal, lizard bullish, hammer candlestick, wid... http://stks.co/c29nu",positive,2
"the record date for dividend distribution is march 14 , 2008 .",neutral,1
( i&h ) in a move to enhance growth .,positive,2
"the ebrd is using its own funds to provide a 21.6 million a loan while the b portion of 10 million euros has been syndicated to two finnish commercial banks , nordea bank finland plc 7.7 million euros and pohjola bank plc 2.3 million euros .",neutral,1
"stockholm , 3 march 2011 about cybercom the cybercom group is a high-tech consultancy that offers global sourcing for end-to-end solutions .",neutral,1
he said he has been losing five families a month to the economy as many make alternative arrangements to save money .,negative,0
"milan ( afx ) - the italian shipping group grimaldi has increased its stake in the finnish company finnlines to 35.4 pct from the 30.5 pct held in june , according to news agency ansa .",neutral,1
"commenting on the deal , shane lennon , svp of marketing & product development at gypsii said : ?",neutral,1
"external net sales from the printing business fell by 43.7 % , partly due to the termination of the printing contract between ilkka-yhtyma 's printing house i-print oy and sector player hss media ab in december 2009 and the fall in printing prices .",neutral,1
"the group intends to relocate warehouse and office space in loudeac and saint marcel to morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit .",neutral,1
"the firm is headquartered in vantaa , southern finland and has 16 employees .",neutral,1
"at 1.33 pm , the omx helsinki 25 was 0.30 pct lower at 2,463.67 and the omx helsinki was down 0.37 pct at 8,537.42 on volume of 256 mln eur .",neutral,1
"we are honored to be recognized by gartner as a specialist in business process modeling and analysis , in the company of many of the largest software vendors in the world .",positive,2
"westpac banking corp - is to issue a benchmark , 3 year frn deal in euros .",neutral,1
"includes company and brand share data by category , as well as distribution channel data .",neutral,1
for the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the trade register .,neutral,1
$aapl price momentum weakening going into the close.,negative,0
through the acquisition solteq will expand its solutions offering by microsoft 's dynamics business software products .,positive,2
"the company 's profit totaled ls 134,700 .",neutral,1
"leed is an internationally recognized green building certification system , developed by the u.s. green building council .",neutral,1
"however , its market share shrank to 47.59 per cent from 48 per cent a year earlier .",negative,0
talktalk hires bae systems to investigate cyber attack,negative,0
looks like its booking a one way ticket to its 40 week ma near 50. losing 10 week here $lulu http://chart.ly/7xb9h9b,neutral,1
"ftse led lower by m&s, glaxosmithkline",negative,0
the exercise price of the option will be based on safran software solutions ' license and maintenance sales as well as the result of the company .,neutral,1
full-year operating result for 2008 was 3.6 million negative .,negative,0
"the company said production volumes so far indicate the circuit is capable of the targeted output rate of 60,000 tonnes per day , or 22 million tonnes a year .",neutral,1
